,item_name,category,url,food_tips,refrigerator_min_shelf_life,refrigerator_max_shelf_life,pantry_min_shelf_life,pantry_max_shelf_life,freezer_min_shelf_life,freezer_max_shelf_life,storage_locations
33,"CILANTRO LEAVES, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16882,"Shelf Life Tips
How long do dried cilantro leaves last? The precise answer depends to a large extent on storage conditions  - to maximize the shelf life of dried cilantro leaves store in a cool, dark cupboard, away from direct heat or sunlight.
How long do dried cilantro leaves last at room temperature? Properly stored, dried cilantro leaves will generally stay at best quality for about 1 to 3 years.
To maximize the shelf life of dried cilantro leaves purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Are dried cilantro leaves safe to use after the ""expiration"" date on the package? Yes, provided  they are properly stored and the package is undamaged  -   commercially packaged dried cilantro leaves will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the dried cilantro leaves will remain at peak quality.
Do dried cilantro leaves ever spoil? No, commercially packaged dried cilantro leaves do not spoil, but they will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if dried cilantro leaves are still good? To test whether dried cilantro leaves are still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell them - if the aroma is weak and the flavor is not obvious, the dried cilantro leaves should be replaced. ",,,365,1095,,,['Pantry']
34,"CINNAMON EXTRACT, IMITATION, COMMERCIALLY BOTTLED  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16883,"Shelf Life Tips
How long does cinnamon extract last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of cinnamon extract store in a cool, dark cupboard, away from direct heat or sunlight.
How long does cinnamon extract last at room temperature? Properly stored, cinnamon extract will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of cinnamon extract, keep the container tightly closed when not in use. 
Is cinnamon extract safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged cinnamon extract will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the cinnamon extract will remain at peak quality.
How can you tell if cinnamon extract is still good? Cinnamon extract typically loses flavor over time - if the extract develops an off odor, flavor or appearance, it should be discarded. ",,,1095,1460,,,['Pantry']
35,"CINNAMON STICKS, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16886,"Shelf Life Tips
How long do dried cinnamon sticks last? The precise answer depends to a large extent on storage conditions  to maximize the shelf life of cinnamon sticks store in a cool, dark cupboard, away from direct heat or sunlight. How long do cinnamon sticks last at room temperature? Properly stored, cinnamon sticks will generally stay at best quality for about  3 to 4 years. To maximize the shelf life of cinnamon sticks purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids. Are dried cinnamon sticks safe to use after the ""expiration"" date on the package? Yes, provided  they are properly stored and the package is undamaged    commercially packaged cinnamon sticks will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the cinnamon sticks will remain at peak quality. Do cinnamon sticks ever spoil? No, commercially packaged cinnamon sticks do not spoil, but they will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only. How can you tell if cinnamon sticks are still good? To test whether cinnamon sticks are still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell them - if the aroma is weak and the flavor is not obvious, the cinnamon sticks should be replaced. ",,,1095,1460,,,['Pantry']
36,"CINNAMON, GROUND, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16887,"Shelf Life Tips
How long does ground cinnamon last? The precise answer depends to a large extent on storage conditions  to maximize the shelf life of ground cinnamon store in a cool, dark cupboard, away from direct heat or sunlight.
How long does ground cinnamon last at room temperature? Properly stored, ground cinnamon will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of ground cinnamon purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is ground cinnamon safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged    commercially packaged ground cinnamon will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the ground cinnamon will remain at peak quality.
Does ground cinnamon ever spoil? No, commercially packaged ground cinnamon does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if ground cinnamon is still good? To test whether ground cinnamon is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the ground cinnamon should be replaced. ",,,1095,1460,,,['Pantry']
37,"CLOVES, GROUND, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16900,"Shelf Life Tips
How long do ground cloves last? The precise answer depends to a large extent on storage conditions  - to maximize the shelf life of ground cloves store in a cool, dark cupboard, away from direct heat or sunlight.
How long do ground cloves last at room temperature? Properly stored, ground cloves will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of ground cloves purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Are ground cloves safe to use after the ""expiration"" date on the package? Yes, provided they are properly stored and the package is undamaged  -  commercially packaged ground cloves will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the ground cloves will remain at peak quality.
Do ground cloves ever spoil? No, commercially packaged ground cloves do not spoil, but will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if ground cloves are still good? To test whether ground cloves are still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the ground cloves should be replaced. ",,,1095,1460,,,['Pantry']
38,"CLOVES, WHOLE, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16901,"Shelf Life Tips
How long do whole cloves last? The precise answer depends to a large extent on storage conditions  - to maximize the shelf life of whole cloves store in a cool, dark cupboard, away from direct heat or sunlight.
How long do whole cloves last at room temperature? Properly stored, whole cloves will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of whole cloves purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Are whole cloves safe to use after the ""expiration"" date on the package? Yes, provided  they are properly stored and the package is undamaged  -   commercially packaged whole cloves will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the whole cloves will remain at peak quality.
Do whole cloves ever spoil? No, commercially packaged whole cloves do not spoil, but they will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if whole cloves are still good? To test whether whole cloves are still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell them - if the aroma is weak and the flavor is not obvious, the whole cloves should be replaced. ",,,1095,1460,,,['Pantry']
39,"COCONUT EXTRACT, IMITATION, COMMERCIALLY BOTTLED  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16915,"Shelf Life Tips
How long does coconut extract last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of coconut extract store in a cool, dark cupboard, away from direct heat or sunlight.
How long does coconut extract last at room temperature? Properly stored, coconut extract will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of coconut extract, keep the container tightly closed when not in use. 
Is coconut extract safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged coconut extract will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the coconut extract will remain at peak quality.
How can you tell if coconut extract is still good? Coconut extract typically loses flavor over time - if the extract develops an off odor, flavor or appearance, it should be discarded. ",,,1095,1460,,,['Pantry']
40,"CORIANDER SEED, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16956,"Shelf Life Tips
How long does coriander seed last? The precise answer depends to a large extent on storage conditions  - to maximize the shelf life of coriander seed store in a cool, dark cupboard, away from direct heat or sunlight.
How long does coriander seed last at room temperature? Properly stored, coriander seed will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of coriander seed purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is coriander seed safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged coriander seed will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the coriander seed will remain at peak quality.
Does coriander seed ever spoil? No, commercially packaged coriander seed does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if coriander seed is still good? To test whether coriander seed is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the coriander seed should be replaced. ",,,1095,1460,,,['Pantry']
41,"CORIANDER, GROUND, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/16957,"Shelf Life Tips
How long does ground coriander last? The precise answer depends to a large extent on storage conditions  to maximize the shelf life of ground coriander store in a cool, dark cupboard, away from direct heat or sunlight.
How long does ground coriander last at room temperature? Properly stored, ground coriander will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of ground coriander purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is ground coriander safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged    commercially packaged ground coriander will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the ground coriander will remain at peak quality.
Does ground coriander ever spoil? No, commercially packaged ground coriander does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if ground coriander is still good? To test whether ground coriander is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the ground coriander should be replaced. ",,,1095,1460,,,['Pantry']
42,"CREAM OF TARTAR, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17043,"Shelf Life Tips
Store in cool, dark cupboard, away from direct heat or sunlight. Time shown is for best quality only  commercially dried spices and herbs do not spoil, but they will lose their potency over time and not flavor food as intended. To test whether a spice or herb is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it  if the aroma is weak and the flavor is not obvious, the herb or spice should be replaced. Best By, Best if Used By, and Use By dates on commercially packaged foods sold in the United States represent the manufacturers estimate of how long the product will remain at peak quality  in most cases, the dried spice or herb will still be safe to consume after that date, although it will lose potency over time. Freezing is not recommended. ",,,730,1095,,,['Pantry']
43,"CUMIN SEED, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17059,"Shelf Life Tips
How long does cumin seed last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of cumin seed store in a cool, dark cupboard, away from direct heat or sunlight.
How long does cumin seed last at room temperature? Properly stored, cumin seed will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of cumin seed purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is cumin seed safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged cumin seed will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the cumin seed will remain at peak quality.
Does cumin seed ever spoil? No, commercially packaged cumin seed does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if cumin seed is still good? To test whether cumin seed is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the cumin seed should be replaced. ",,,1095,1460,,,['Pantry']
44,"CUMIN, GROUND, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17060,"Shelf Life Tips
How long does ground cumin last? The precise answer depends to a large extent on storage conditions  to maximize the shelf life of ground cumin store in a cool, dark cupboard, away from direct heat or sunlight.
How long does ground cumin last at room temperature? Properly stored, ground cumin will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of ground cumin purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is ground cumin safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged    commercially packaged ground cumin will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the ground cumin will remain at peak quality.
Does ground cumin ever spoil? No, commercially packaged ground cumin does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if ground cumin is still good? To test whether ground cumin is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the ground cumin should be replaced. ",,,1095,1460,,,['Pantry']
45,"CURRY POWDER, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17068,"Shelf Life Tips
How long does curry powder last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of curry powder store in a cool, dark cupboard, away from direct heat or sunlight.
How long does curry powder last at room temperature? Properly stored, curry powder will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of curry powder purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is curry powder safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged curry powder will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the curry powder will remain at peak quality.
Does curry powder ever spoil? No, commercially packaged curry powder does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if curry powder is still good? To test whether curry powder is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the curry powder should be replaced. ",,,1095,1460,,,['Pantry']
46,"DILL - FRESH, RAW",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17096,"Shelf Life Tips
How long does fresh dill last? The precise answer to that question depends to a large extent on storage conditions - after purchasing, keep dill refrigerated at all times. 
To maximize the shelf life of fresh dill in the refrigerator, wrap the dill in a damp paper towel and place in a plastic bag in the refrigerator. 
How long does fresh dill last in the fridge? Properly stored, fresh dill will usually keep well for about 10 to 14 days in the refrigerator.
Can you freeze dill? Yes, to freeze fresh dill: (1) Wash, trim and chop the dill; (2) Allow to dry thoroughly; (3) Once dry, place in heavy-duty freezer bags or freeze in ice cube trays with a small amount of water, then transfer to freezer bags. 
How long does dill last in the freezer? Properly stored, it will maintain best quality for about 4 to 6 months, but will remain safe beyond that time.
The freezer time shown is for best quality only - dill that has been kept constantly frozen at 0°F will keep safe indefinitely. 
How to tell if dill is bad or spoiled? Dill that is spoiling will typically become soft and discolored; discard any dill that has an off smell or appearance. ",10,14,,,120,180,"['Refrigerator', 'Freezer']"
47,"DILL SEED, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17097,"Shelf Life Tips
How long does dill seed last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of dill seed store in a cool, dark cupboard, away from direct heat or sunlight.
How long does dill seed last at room temperature? Properly stored, dill seed will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of dill seed purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is dill seed safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged dill seed will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the dill seed will remain at peak quality.
Does dill seed ever spoil? No, commercially packaged dill seed does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if dill seed is still good? To test whether dill seed is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the dill seed should be replaced. ",,,1095,1460,,,['Pantry']
48,"DILL WEED, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17098,"Shelf Life Tips
How long does dried dill weed last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of dried dill weed store in a cool, dark cupboard, away from direct heat or sunlight.
How long does dried dill weed last at room temperature? Properly stored, dried dill weed will generally stay at best quality for about 2 to 3 years.
To maximize the shelf life of dried dill weed purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is dried dill weed safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged dried dill weed will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the dried dill weed will remain at peak quality.
Does dried dill weed ever spoil? No, commercially packaged dried dill weed does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if dried dill weed is still good? To test whether dried dill weed is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the dried dill weed should be replaced. ",,,730,1095,,,['Pantry']
49,"DRIED MINCED GARLIC, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17245,"Shelf Life Tips
How long does dried minced garlic last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of dried minced garlic store in a cool, dark cupboard, away from direct heat or sunlight.
How long does dried minced garlic last at room temperature? Properly stored, dried minced garlic will generally stay at best quality for about 2 to 3 years.
To maximize the shelf life of dried minced garlic purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is dried minced garlic safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged dried minced garlic will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the dried minced garlic will remain at peak quality.
Does dried minced garlic ever spoil? No, commercially packaged dried minced garlic does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if dried minced garlic is still good? To test whether dried minced garlic is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the dried minced garlic should be replaced. ",,,730,1095,,,['Pantry']
50,"FENNEL SEED, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17170,"Shelf Life Tips
How long does fennel seed last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of fennel seed store in a cool, dark cupboard, away from direct heat or sunlight.
How long does fennel seed last at room temperature? Properly stored, fennel seed will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of fennel seed purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is fennel seed safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged fennel seed will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the fennel seed will remain at peak quality.
Does fennel seed ever spoil? No, commercially packaged fennel seed does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if fennel seed is still good? To test whether fennel seed is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the fennel seed should be replaced. ",,,1095,1460,,,['Pantry']
51,"GARLIC POWDER, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17241,"Shelf Life Tips
How long does garlic powder last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of garlic powder store in a cool, dark cupboard, away from direct heat or sunlight.
How long does garlic powder last at room temperature? Properly stored, garlic powder will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of garlic powder purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is garlic powder safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged garlic powder will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the garlic powder will remain at peak quality.
Does garlic powder ever spoil? No, commercially packaged garlic powder does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if garlic powder is still good? To test whether garlic powder is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the garlic powder should be replaced. ",,,1095,1460,,,['Pantry']
52,"GARLIC SALT, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17242,"Shelf Life Tips
How long does garlic salt last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of garlic salt store in a cool, dark cupboard, away from direct heat or sunlight.
How long does garlic salt last at room temperature? Properly stored, garlic salt will generally stay at best quality for about 2 to 3 years.
To maximize the shelf life of garlic salt purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is garlic salt safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged garlic salt will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the garlic salt will remain at peak quality.
Does garlic salt ever spoil? No, commercially packaged garlic salt does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if garlic salt is still good? To test whether garlic salt is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the garlic salt should be replaced. ",,,730,1095,,,['Pantry']
53,"GINGER, CRYSTALLIZED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK  UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17264,"Shelf Life Tips
How long does crystallized ginger last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of crystallized ginger store in a cool, dark cupboard, away from direct heat or sunlight.
How long does crystallized ginger last at room temperature? Properly stored, crystallized ginger will generally stay at best quality for about 2 to 3 years.
To maximize the shelf life of crystallized ginger purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is crystallized ginger safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged crystallized ginger will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the crystallized ginger will remain at peak quality.
Does crystallized ginger ever spoil? No, commercially packaged crystallized ginger does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if crystallized ginger is still good? To test whether crystallized ginger is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the crystallized ginger should be replaced. ",,,730,1095,,,['Pantry']
54,"GINGER, GROUND, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17265,"Shelf Life Tips
How long does ground ginger last? The precise answer depends to a large extent on storage conditions  to maximize the shelf life of ground ginger store in a cool, dark cupboard, away from direct heat or sunlight.
How long does ground ginger last at room temperature? Properly stored, ground ginger will generally stay at best quality for about 3 to 4 years.
To maximize the shelf life of ground ginger purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is ground ginger safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged    commercially packaged ground ginger will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the ground ginger will remain at peak quality.
Does ground ginger ever spoil? No, commercially packaged ground ginger does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if ground ginger is still good? To test whether ground ginger is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the ground ginger should be replaced. ",,,1095,1460,,,['Pantry']
55,"ITALIAN SEASONING, DRIED, COMMERCIALLY BOTTLED OR PURCHASED IN BULK - UNOPENED OR OPENED",Herbs & Spices,https://www.stilltasty.com/Fooditems/index/17442,"Shelf Life Tips
How long does Italian seasoning last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of Italian seasoning store in a cool, dark cupboard, away from direct heat or sunlight.
How long does Italian seasoning last at room temperature? Properly stored, Italian seasoning will generally stay at best quality for about 2 to 3 years.
To maximize the shelf life of Italian seasoning purchased in bulk, and to better retain flavor and potency, store in containers with tight-fitting lids.
Is Italian seasoning safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored and the package is undamaged  -  commercially packaged Italian seasoning will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before,"" or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the Italian seasoning will remain at peak quality.
Does Italian seasoning ever spoil? No, commercially packaged Italian seasoning does not spoil, but it will start to lose potency over time and not flavor food as intended -  the storage time shown is for best quality only.
How can you tell if Italian seasoning is still good? To test whether Italian seasoning is still potent enough to be effective: Rub or crush a small amount in your hand, then taste and smell it - if the aroma is weak and the flavor is not obvious, the Italian seasoning should be replaced. ",,,730,1095,,,['Pantry']
